Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour,Category
528705,22535,MAGIC DRAWING SLATE BUNNIES ,1,2010-10-24 13:07:00,0.42,13137,United Kingdom,0.42,2010,10,2010-10,6,13,
528705,21011,GLITTER SNOW PEAR TREE DECORATION,6,2010-10-24 13:07:00,1.45,13137,United Kingdom,8.7,2010,10,2010-10,6,13,
528735,22145,CHRISTMAS CRAFT HEART STOCKING ,3,2010-10-24 13:57:00,2.1,13240,United Kingdom,6.300000000000001,2010,10,2010-10,6,13,
528736,21217,RED RETROSPOT ROUND CAKE TINS,2,2010-10-24 14:06:00,9.95,13073,United Kingdom,19.9,2010,10,2010-10,6,14,
528736,22189,CREAM HEART CARD HOLDER,4,2010-10-24 14:06:00,3.95,13073,United Kingdom,15.8,2010,10,2010-10,6,14,
528745,22983,"CARD, BILLBOARD FONT",5,2010-10-24 14:35:00,0.42,14551,United Kingdom,2.1,2010,10,2010-10,6,14,
528745,22190,LOCAL CAFE MUG,1,2010-10-24 14:35:00,2.1,14551,United Kingdom,2.1,2010,10,2010-10,6,14,
528746,82551,LAUNDRY 15C METAL SIGN,12,2010-10-24 14:37:00,1.45,14243,United Kingdom,17.4,2010,10,2010-10,6,14,
528747,22470,HEART OF WICKER LARGE,2,2010-10-24 14:40:00,2.95,16770,United Kingdom,5.9,2010,10,2010-10,6,14,
528755,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-10-24 15:16:00,1.25,16923,United Kingdom,7.5,2010,10,2010-10,6,15,
528755,22618,COOKING SET RETROSPOT,2,2010-10-24 15:16:00,9.95,16923,United Kingdom,19.9,2010,10,2010-10,6,15,
528759,22294,HEART FILIGREE DOVE  SMALL,24,2010-10-24 15:29:00,1.25,15337,United Kingdom,30.0,2010,10,2010-10,6,15,
528762,21900,"KEY FOB , SHED",4,2010-10-24 15:51:00,0.65,13565,United Kingdom,2.6,2010,10,2010-10,6,15,
528762,21137,BLACK RECORD COVER FRAME,10,2010-10-24 15:51:00,3.75,13565,United Kingdom,37.5,2010,10,2010-10,6,15,
528764,22727,ALARM CLOCK BAKELIKE RED ,1,2010-10-24 16:03:00,3.75,16904,United Kingdom,3.75,2010,10,2010-10,6,16,
528766,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,2010-10-24 16:13:00,0.85,13564,United Kingdom,2.55,2010,10,2010-10,6,16,
528838,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2010-10-25 10:25:00,2.95,16193,United Kingdom,17.700000000000003,2010,10,2010-10,0,10,
528865,21131,GOLD STANDING GNOME,3,2010-10-25 11:10:00,4.25,17393,United Kingdom,12.75,2010,10,2010-10,0,11,
528868,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2010-10-25 11:33:00,1.69,15976,United Kingdom,1.69,2010,10,2010-10,0,11,
528870,21675,BUTTERFLIES STICKERS,12,2010-10-25 11:43:00,0.85,17364,United Kingdom,10.2,2010,10,2010-10,0,11,
528872,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-10-25 11:48:00,1.25,15311,United Kingdom,15.0,2010,10,2010-10,0,11,
528876,22384,LUNCH BAG PINK POLKADOT,10,2010-10-25 12:08:00,1.65,15370,United Kingdom,16.5,2010,10,2010-10,0,12,
528892,47566,PARTY BUNTING,5,2010-10-25 12:42:00,4.65,13050,United Kingdom,23.25,2010,10,2010-10,0,12,
528898,22296,HEART IVORY TRELLIS LARGE,12,2010-10-25 13:07:00,1.65,14718,United Kingdom,19.799999999999997,2010,10,2010-10,0,13,
528909,48185,DOORMAT FAIRY CAKE,4,2010-10-25 13:30:00,7.95,14515,United Kingdom,31.8,2010,10,2010-10,0,13,
528913,22944,CHRISTMAS METAL POSTCARD WITH BELLS,12,2010-10-25 13:43:00,1.25,17432,United Kingdom,15.0,2010,10,2010-10,0,13,
528913,22600,CHRISTMAS RETROSPOT STAR WOOD,4,2010-10-25 13:43:00,0.85,17432,United Kingdom,3.4,2010,10,2010-10,0,13,
528915,22433,WATERING CAN GREEN DINOSAUR,2,2010-10-25 13:57:00,1.95,17432,United Kingdom,3.9,2010,10,2010-10,0,13,
528917,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2010-10-25 14:03:00,4.95,17432,United Kingdom,4.95,2010,10,2010-10,0,14,
528918,22207,FRYING PAN UNION FLAG,2,2010-10-25 14:24:00,4.25,18016,United Kingdom,8.5,2010,10,2010-10,0,14,
528921,22335,HEART DECORATION PAINTED ZINC ,24,2010-10-25 14:32:00,0.65,15064,United Kingdom,15.600000000000001,2010,10,2010-10,0,14,
528923,22099,CARAVAN SQUARE TISSUE BOX,1,2010-10-25 14:41:00,1.25,14413,United Kingdom,1.25,2010,10,2010-10,0,14,
528923,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2010-10-25 14:41:00,2.95,14413,United Kingdom,2.95,2010,10,2010-10,0,14,
528951,22700,BLACK AND WHITE DOG BOWL,6,2010-10-25 16:43:00,3.24,17450,United Kingdom,19.44,2010,10,2010-10,0,16,
528962,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2010-10-26 09:47:00,12.75,14740,United Kingdom,12.75,2010,10,2010-10,1,9,
528962,22451,SILK PURSE BABUSHKA RED,6,2010-10-26 09:47:00,3.35,14740,United Kingdom,20.1,2010,10,2010-10,1,9,
528962,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2010-10-26 09:47:00,2.55,14740,United Kingdom,15.299999999999999,2010,10,2010-10,1,9,
528966,22409,MONEY BOX BISCUITS DESIGN,12,2010-10-26 10:03:00,1.25,16863,United Kingdom,15.0,2010,10,2010-10,1,10,
528968,20723,STRAWBERRY CHARLOTTE BAG,30,2010-10-26 10:22:00,0.72,14298,United Kingdom,21.599999999999998,2010,10,2010-10,1,10,
528974,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-10-26 10:36:00,1.95,16785,United Kingdom,15.6,2010,10,2010-10,1,10,
528989,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-10-26 11:17:00,1.25,14897,United Kingdom,15.0,2010,10,2010-10,1,11,
529009,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-10-26 11:36:00,1.25,16962,United Kingdom,15.0,2010,10,2010-10,1,11,
529071,22207,FRYING PAN UNION FLAG,12,2010-10-26 12:18:00,4.25,14608,United Kingdom,51.0,2010,10,2010-10,1,12,
529077,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,2010-10-26 12:54:00,0.85,16372,United Kingdom,1.7,2010,10,2010-10,1,12,
529077,20754,RETROSPOT RED WASHING UP GLOVES,1,2010-10-26 12:54:00,2.1,16372,United Kingdom,2.1,2010,10,2010-10,1,12,
529077,21355,TOAST ITS - I LOVE YOU ,1,2010-10-26 12:54:00,1.25,16372,United Kingdom,1.25,2010,10,2010-10,1,12,
529077,47586A,PINK FAIRY CAKE CUSHION COVER,2,2010-10-26 12:54:00,2.55,16372,United Kingdom,5.1,2010,10,2010-10,1,12,
529078,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,36,2010-10-26 12:55:00,1.25,13963,United Kingdom,45.0,2010,10,2010-10,1,12,
529079,22694,WICKER STAR ,3,2010-10-26 13:00:00,2.1,16034,United Kingdom,6.300000000000001,2010,10,2010-10,1,13,
529082,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-10-26 13:11:00,3.75,14546,United Kingdom,7.5,2010,10,2010-10,1,13,
529084,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-10-26 13:15:00,2.55,12524,Germany,15.299999999999999,2010,10,2010-10,1,13,
529093,85068,CREAM SWEETHEART SHELF + HOOKS,6,2010-10-26 13:39:00,6.95,14911,EIRE,41.7,2010,10,2010-10,1,13,
529094,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,48,2010-10-26 13:44:00,0.85,13578,United Kingdom,40.8,2010,10,2010-10,1,13,
529122,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2010-10-26 14:12:00,2.1,17623,United Kingdom,12.600000000000001,2010,10,2010-10,1,14,
529129,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2,2010-10-26 14:37:00,3.75,14963,United Kingdom,7.5,2010,10,2010-10,1,14,
529132,22418,10 COLOUR SPACEBOY PEN,48,2010-10-26 14:42:00,0.85,13157,United Kingdom,40.8,2010,10,2010-10,1,14,
529150,16046,TEATIME PEN CASE & PENS,12,2010-10-26 16:03:00,0.85,16607,United Kingdom,10.2,2010,10,2010-10,1,16,
529162,22029,SPACEBOY BIRTHDAY CARD,24,2010-10-26 17:26:00,0.42,15093,United Kingdom,10.08,2010,10,2010-10,1,17,
529195,21868,POTTING SHED TEA MUG,24,2010-10-27 08:17:00,1.25,16456,United Kingdom,30.0,2010,10,2010-10,2,8,
529196,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-10-27 08:36:00,1.65,12537,Sweden,19.799999999999997,2010,10,2010-10,2,8,
529201,22551,PLASTERS IN TIN SPACEBOY,12,2010-10-27 09:52:00,1.65,12563,Italy,19.799999999999997,2010,10,2010-10,2,9,
529202,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,24,2010-10-27 09:57:00,4.25,13692,United Kingdom,102.0,2010,10,2010-10,2,9,
529203,22186,RED STAR CARD HOLDER,24,2010-10-27 09:59:00,2.95,14911,EIRE,70.80000000000001,2010,10,2010-10,2,9,
529203,22309,TEA COSY RED  STRIPE,24,2010-10-27 09:59:00,2.55,14911,EIRE,61.199999999999996,2010,10,2010-10,2,9,
529203,22130,PARTY CONE CHRISTMAS DECORATION ,48,2010-10-27 09:59:00,0.85,14911,EIRE,40.8,2010,10,2010-10,2,9,
529215,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-10-27 10:42:00,0.55,12591,Italy,13.200000000000001,2010,10,2010-10,2,10,
529304,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-10-27 12:44:00,1.25,12353,Bahrain,15.0,2010,10,2010-10,2,12,
529308,21533,RETROSPOT LARGE MILK JUG,1,2010-10-27 12:55:00,4.95,16418,United Kingdom,4.95,2010,10,2010-10,2,12,
529308,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-10-27 12:55:00,9.95,16418,United Kingdom,9.95,2010,10,2010-10,2,12,
529313,22423,REGENCY CAKESTAND 3 TIER,6,2010-10-27 13:18:00,12.75,15373,United Kingdom,76.5,2010,10,2010-10,2,13,Kitchen
529315,21844,RED RETROSPOT MUG,36,2010-10-27 13:29:00,2.55,14911,EIRE,91.8,2010,10,2010-10,2,13,
529315,22809,SET OF 6 T-LIGHTS SANTA,12,2010-10-27 13:29:00,2.95,14911,EIRE,35.400000000000006,2010,10,2010-10,2,13,
529315,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-10-27 13:29:00,2.95,14911,EIRE,17.700000000000003,2010,10,2010-10,2,13,
529315,21531,RED RETROSPOT SUGAR JAM BOWL,6,2010-10-27 13:29:00,2.55,14911,EIRE,15.299999999999999,2010,10,2010-10,2,13,
529322,20719,WOODLAND CHARLOTTE BAG,2,2010-10-27 14:01:00,0.85,13246,United Kingdom,1.7,2010,10,2010-10,2,14,
529324,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2010-10-27 14:07:00,2.55,17894,United Kingdom,12.75,2010,10,2010-10,2,14,
529326,84575A,PINK DOG CANNISTER,1,2010-10-27 14:14:00,5.95,13547,United Kingdom,5.95,2010,10,2010-10,2,14,
529326,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-10-27 14:14:00,2.95,13547,United Kingdom,2.95,2010,10,2010-10,2,14,
529336,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-10-27 15:40:00,0.85,14904,United Kingdom,20.4,2010,10,2010-10,2,15,
529337,22650,CERAMIC PIRATE CHEST MONEY BANK,2,2010-10-27 16:04:00,1.45,16014,United Kingdom,2.9,2010,10,2010-10,2,16,
529338,84754,S/15 SILVER GLASS BAUBLES IN BAG,2,2010-10-27 16:18:00,1.25,13713,United Kingdom,2.5,2010,10,2010-10,2,16,
529339,22489,PACK OF 12 TRADITIONAL CRAYONS,12,2010-10-27 16:23:00,0.42,16382,United Kingdom,5.04,2010,10,2010-10,2,16,
529341,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,4,2010-10-27 16:38:00,2.1,17322,United Kingdom,8.4,2010,10,2010-10,2,16,
529347,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,2010-10-28 09:12:00,1.25,13648,United Kingdom,30.0,2010,10,2010-10,3,9,
529347,21874,GIN AND TONIC MUG,12,2010-10-28 09:12:00,1.25,13648,United Kingdom,15.0,2010,10,2010-10,3,9,
529351,22819,"BIRTHDAY CARD, RETRO SPOT",12,2010-10-28 09:29:00,0.42,12766,Portugal,5.04,2010,10,2010-10,3,9,
529355,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-10-28 09:43:00,1.25,16634,United Kingdom,15.0,2010,10,2010-10,3,9,
529505,22385,JUMBO BAG SPACEBOY DESIGN,1,2010-10-28 14:19:00,1.95,15167,United Kingdom,1.95,2010,10,2010-10,3,14,
529509,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-10-28 14:39:00,2.95,13126,United Kingdom,17.700000000000003,2010,10,2010-10,3,14,
529510,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-10-28 14:40:00,1.25,14911,EIRE,15.0,2010,10,2010-10,3,14,
529522,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-10-28 15:37:00,1.69,14303,United Kingdom,13.52,2010,10,2010-10,3,15,
529546,21918,SET 12 KIDS COLOUR  CHALK STICKS,120,2010-10-28 17:11:00,0.42,14101,United Kingdom,50.4,2010,10,2010-10,3,17,
529547,22386,JUMBO BAG PINK POLKADOT,20,2010-10-28 17:13:00,1.95,14276,United Kingdom,39.0,2010,10,2010-10,3,17,
529573,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2010-10-28 18:54:00,4.25,16242,United Kingdom,8.5,2010,10,2010-10,3,18,
529582,22766,PHOTO FRAME CORNICE,4,2010-10-28 19:20:00,2.95,14481,United Kingdom,11.8,2010,10,2010-10,3,19,
529586,20803,SMALL PINK GLASS SUNDAE DISH,1,2010-10-28 19:41:00,1.65,16780,United Kingdom,1.65,2010,10,2010-10,3,19,
529589,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2010-10-28 19:59:00,1.25,17323,United Kingdom,2.5,2010,10,2010-10,3,19,
529597,84946,ANTIQUE SILVER TEA GLASS ETCHED,48,2010-10-29 08:48:00,1.25,17675,United Kingdom,60.0,2010,10,2010-10,4,8,
529621,22633,HAND WARMER UNION JACK,3,2010-10-29 11:39:00,2.1,15570,United Kingdom,6.300000000000001,2010,10,2010-10,4,11,Toys
529621,22726,ALARM CLOCK BAKELIKE GREEN,2,2010-10-29 11:39:00,3.75,15570,United Kingdom,7.5,2010,10,2010-10,4,11,
529626,85049G,CHOCOLATE BOX RIBBONS ,12,2010-10-29 12:06:00,1.25,15498,United Kingdom,15.0,2010,10,2010-10,4,12,
529646,22359,GLASS JAR KINGS CHOICE,6,2010-10-29 12:23:00,2.95,17934,United Kingdom,17.700000000000003,2010,10,2010-10,4,12,
529646,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-10-29 12:23:00,2.95,17934,United Kingdom,17.700000000000003,2010,10,2010-10,4,12,
529676,21155,RED RETROSPOT PEG BAG,12,2010-10-29 12:37:00,2.1,16858,United Kingdom,25.200000000000003,2010,10,2010-10,4,12,
529694,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-10-29 12:48:00,0.55,16836,United Kingdom,13.200000000000001,2010,10,2010-10,4,12,
529714,22694,WICKER STAR ,10,2010-10-29 13:26:00,2.1,18025,United Kingdom,21.0,2010,10,2010-10,4,13,
529763,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2010-10-29 15:00:00,2.95,14081,United Kingdom,17.700000000000003,2010,10,2010-10,4,15,
529766,20719,WOODLAND CHARLOTTE BAG,10,2010-10-29 15:04:00,0.85,14490,United Kingdom,8.5,2010,10,2010-10,4,15,
529771,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-10-29 15:10:00,4.95,16558,United Kingdom,14.850000000000001,2010,10,2010-10,4,15,
529774,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2010-10-29 15:11:00,2.95,14122,United Kingdom,35.400000000000006,2010,10,2010-10,4,15,
529785,51008,AFGHAN SLIPPER SOCK PAIR,60,2010-10-29 15:31:00,3.45,16565,United Kingdom,207.0,2010,10,2010-10,4,15,
529789,21156,RETROSPOT CHILDRENS APRON,1,2010-10-29 15:48:00,1.95,12838,United Kingdom,1.95,2010,10,2010-10,4,15,
529807,10135,COLOURING PENCILS BROWN TUBE,10,2010-10-31 10:49:00,1.25,12608,United Kingdom,12.5,2010,10,2010-10,6,10,
529813,21768,WALL MOUNTED VINTAGE ORGANISER,1,2010-10-31 11:09:00,14.95,13888,United Kingdom,14.95,2010,10,2010-10,6,11,
529813,22296,HEART IVORY TRELLIS LARGE,12,2010-10-31 11:09:00,1.65,13888,United Kingdom,19.799999999999997,2010,10,2010-10,6,11,
529814,21054,NURSE'S BAG SOFT TOY,2,2010-10-31 11:11:00,8.95,15281,United Kingdom,17.9,2010,10,2010-10,6,11,
529816,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2010-10-31 11:15:00,2.95,15501,United Kingdom,2.95,2010,10,2010-10,6,11,
529818,22545,MINI JIGSAW BUNNIES,1,2010-10-31 11:22:00,0.42,14087,United Kingdom,0.42,2010,10,2010-10,6,11,
529818,21812,GARLAND WITH HEARTS AND BELLS,1,2010-10-31 11:22:00,4.95,14087,United Kingdom,4.95,2010,10,2010-10,6,11,
529819,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2010-10-31 11:24:00,0.85,18149,United Kingdom,10.2,2010,10,2010-10,6,11,
529820,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-10-31 11:28:00,1.95,13795,United Kingdom,15.6,2010,10,2010-10,6,11,
529823,79321,CHILLI LIGHTS,1,2010-10-31 11:39:00,4.95,17609,United Kingdom,4.95,2010,10,2010-10,6,11,
529824,72780,BLACK SILOUETTE CANDLE PLATE,4,2010-10-31 11:40:00,0.85,16724,United Kingdom,3.4,2010,10,2010-10,6,11,
529830,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2010-10-31 12:13:00,2.95,18278,United Kingdom,17.700000000000003,2010,10,2010-10,6,12,
529830,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2010-10-31 12:13:00,2.95,18278,United Kingdom,17.700000000000003,2010,10,2010-10,6,12,
529831,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-10-31 12:18:00,3.75,17950,United Kingdom,3.75,2010,10,2010-10,6,12,
529837,22599,CHRISTMAS MUSICAL ZINC STAR,6,2010-10-31 12:34:00,0.85,16784,United Kingdom,5.1,2010,10,2010-10,6,12,
529843,22197,SMALL POPCORN HOLDER,10,2010-10-31 12:56:00,0.85,16065,United Kingdom,8.5,2010,10,2010-10,6,12,
529843,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1,2010-10-31 12:56:00,1.65,16065,United Kingdom,1.65,2010,10,2010-10,6,12,
529847,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2010-10-31 13:23:00,2.95,13050,United Kingdom,2.95,2010,10,2010-10,6,13,
529847,85231G,ORANGE SCENTED SET/9 T-LIGHTS,3,2010-10-31 13:23:00,0.85,13050,United Kingdom,2.55,2010,10,2010-10,6,13,
529868,21115,ROSE CARAVAN DOORSTOP,1,2010-10-31 13:58:00,6.75,14247,United Kingdom,6.75,2010,10,2010-10,6,13,
529899,37370,RETRO COFFEE MUGS ASSORTED,12,2010-10-31 14:09:00,1.25,15535,United Kingdom,15.0,2010,10,2010-10,6,14,
529935,22575,METAL MERRY CHRISTMAS WREATH,4,2010-10-31 14:40:00,1.95,17449,United Kingdom,7.8,2010,10,2010-10,6,14,
529942,22904,CALENDAR PAPER CUT DESIGN,2,2010-10-31 14:59:00,2.95,15867,United Kingdom,5.9,2010,10,2010-10,6,14,
529988,21808,"CHRISTMAS GARLAND STARS,TREES",36,2010-10-31 15:58:00,1.25,18226,United Kingdom,45.0,2010,10,2010-10,6,15,
529989,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2010-10-31 16:01:00,2.95,12748,United Kingdom,2.95,2010,10,2010-10,6,16,
529990,22130,PARTY CONE CHRISTMAS DECORATION ,18,2010-10-31 16:16:00,0.85,14505,United Kingdom,15.299999999999999,2010,10,2010-10,6,16,
529991,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2010-10-31 16:21:00,1.95,15879,United Kingdom,1.95,2010,10,2010-10,6,16,
529994,72741,GRAND CHOCOLATECANDLE,9,2010-10-31 16:26:00,1.45,16984,United Kingdom,13.049999999999999,2010,10,2010-10,6,16,
529994,21385,IVORY HANGING DECORATION  HEART,9,2010-10-31 16:26:00,0.85,16984,United Kingdom,7.6499999999999995,2010,10,2010-10,6,16,
529994,21228,"POCKET MIRROR ""GLAMOROUS""",1,2010-10-31 16:26:00,1.25,16984,United Kingdom,1.25,2010,10,2010-10,6,16,
530007,22727,ALARM CLOCK BAKELIKE RED ,4,2010-11-01 09:33:00,3.75,16611,United Kingdom,15.0,2010,11,2010-11,0,9,
530012,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-11-01 10:08:00,4.65,14429,United Kingdom,37.2,2010,11,2010-11,0,10,
530014,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-11-01 10:37:00,2.95,17238,United Kingdom,17.700000000000003,2010,11,2010-11,0,10,
530015,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-11-01 10:42:00,2.1,15365,United Kingdom,12.600000000000001,2010,11,2010-11,0,10,
530020,22296,HEART IVORY TRELLIS LARGE,12,2010-11-01 10:52:00,1.65,17975,United Kingdom,19.799999999999997,2010,11,2010-11,0,10,
530061,21259,VICTORIAN SEWING BOX SMALL ,2,2010-11-01 11:36:00,5.95,13115,United Kingdom,11.9,2010,11,2010-11,0,11,
530064,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-11-01 11:43:00,0.55,14911,EIRE,13.200000000000001,2010,11,2010-11,0,11,
530066,21484,CHICK GREY HOT WATER BOTTLE,1,2010-11-01 11:48:00,3.45,17068,United Kingdom,3.45,2010,11,2010-11,0,11,
530072,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,2010-11-01 12:15:00,1.25,16103,United Kingdom,30.0,2010,11,2010-11,0,12,
530078,20685,DOORMAT RED RETROSPOT,4,2010-11-01 12:45:00,7.95,13293,United Kingdom,31.8,2010,11,2010-11,0,12,
530087,21704,BAG 250g SWIRLY MARBLES,12,2010-11-01 13:33:00,0.85,16732,United Kingdom,10.2,2010,11,2010-11,0,13,
530087,21790,VINTAGE SNAP CARDS,12,2010-11-01 13:33:00,0.85,16732,United Kingdom,10.2,2010,11,2010-11,0,13,
530115,84925F,PSYCHEDELIC WALL THERMOMETER,1,2010-11-01 14:22:00,2.55,17190,United Kingdom,2.55,2010,11,2010-11,0,14,
530139,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2010-11-01 16:24:00,0.85,14426,United Kingdom,10.2,2010,11,2010-11,0,16,
530139,21696,SMALL SILVER TRELLIS CANDLEPOT,6,2010-11-01 16:24:00,2.95,14426,United Kingdom,17.700000000000003,2010,11,2010-11,0,16,
530139,22119,PEACE WOODEN BLOCK LETTERS,3,2010-11-01 16:24:00,6.95,14426,United Kingdom,20.85,2010,11,2010-11,0,16,
530139,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-11-01 16:24:00,2.55,14426,United Kingdom,15.299999999999999,2010,11,2010-11,0,16,
530263,22534,MAGIC DRAWING SLATE SPACEBOY ,7,2010-11-02 11:33:00,0.42,16005,United Kingdom,2.94,2010,11,2010-11,1,11,
530259,21537,RED RETROSPOT PUDDING BOWL,8,2010-11-02 11:33:00,4.25,12476,Germany,34.0,2010,11,2010-11,1,11,
530269,22711,WRAP CIRCUS PARADE,25,2010-11-02 11:48:00,0.42,13607,United Kingdom,10.5,2010,11,2010-11,1,11,
530280,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2010-11-02 12:02:00,1.65,16117,United Kingdom,1.65,2010,11,2010-11,1,12,
530288,22121,NOEL WOODEN BLOCK LETTERS ,6,2010-11-02 12:16:00,5.95,14593,United Kingdom,35.7,2010,11,2010-11,1,12,
530297,22616,PACK OF 12 LONDON TISSUES ,12,2010-11-02 12:37:00,0.29,14966,United Kingdom,3.4799999999999995,2010,11,2010-11,1,12,
530299,22600,CHRISTMAS RETROSPOT STAR WOOD,10,2010-11-02 12:48:00,0.85,14449,United Kingdom,8.5,2010,11,2010-11,1,12,
530303,47556B,TEA TIME TEA TOWELS ,4,2010-11-02 13:12:00,2.95,15950,United Kingdom,11.8,2010,11,2010-11,1,13,
530303,21205,MULTICOLOUR 3D BALLS GARLAND,4,2010-11-02 13:12:00,2.55,15950,United Kingdom,10.2,2010,11,2010-11,1,13,
530306,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-11-02 13:19:00,2.1,13102,United Kingdom,12.600000000000001,2010,11,2010-11,1,13,
530306,22192,BLUE DINER WALL CLOCK,4,2010-11-02 13:19:00,8.5,13102,United Kingdom,34.0,2010,11,2010-11,1,13,
530308,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,2010-11-02 13:23:00,4.25,13453,United Kingdom,17.0,2010,11,2010-11,1,13,
530342,22600,CHRISTMAS RETROSPOT STAR WOOD,5,2010-11-02 15:34:00,0.85,18041,United Kingdom,4.25,2010,11,2010-11,1,15,
530350,22795,SWEETHEART RECIPE BOOK STAND,1,2010-11-02 15:48:00,6.75,14506,United Kingdom,6.75,2010,11,2010-11,1,15,
530393,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2010-11-02 17:24:00,2.95,18178,United Kingdom,17.700000000000003,2010,11,2010-11,1,17,
530427,22652,TRAVEL SEWING KIT,2,2010-11-03 10:28:00,1.65,17894,United Kingdom,3.3,2010,11,2010-11,2,10,
530433,22386,JUMBO BAG PINK POLKADOT,10,2010-11-03 10:46:00,1.95,12673,Germany,19.5,2010,11,2010-11,2,10,
530437,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-11-03 11:13:00,1.65,15915,United Kingdom,1.65,2010,11,2010-11,2,11,
530437,22560,TRADITIONAL MODELLING CLAY,1,2010-11-03 11:13:00,1.25,15915,United Kingdom,1.25,2010,11,2010-11,2,11,
530437,22627,MINT KITCHEN SCALES,1,2010-11-03 11:13:00,8.5,15915,United Kingdom,8.5,2010,11,2010-11,2,11,
530487,21754,HOME BUILDING BLOCK WORD,12,2010-11-03 11:44:00,5.95,18141,United Kingdom,71.4,2010,11,2010-11,2,11,
530487,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-11-03 11:44:00,9.95,18141,United Kingdom,9.95,2010,11,2010-11,2,11,
530508,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-11-03 12:05:00,0.85,16623,United Kingdom,10.2,2010,11,2010-11,2,12,
530514,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,48,2010-11-03 12:23:00,3.39,14646,Netherlands,162.72,2010,11,2010-11,2,12,
530542,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2010-11-03 13:09:00,2.55,17420,United Kingdom,15.299999999999999,2010,11,2010-11,2,13,
